T19,Consumer Price Index,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
400,Jordan,2015,Consumer price index: General,116.4000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2016,Consumer price index: General,115.4841,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2017,Consumer price index: General,119.3300,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2018,Consumer price index: General,124.6600,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2010,Consumer price index: Food,100.0100,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2015,Consumer price index: Food,115.2442,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2016,Consumer price index: Food,111.2378,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2017,Consumer price index: Food,110.7800,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
400,Jordan,2018,Consumer price index: Food,114.3600,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,1995,Consumer price index: General,20.4043,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2005,Consumer price index: General,61.4589,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2015,Consumer price index: General,137.7714,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2016,Consumer price index: General,157.5569,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2017,Consumer price index: General,169.2833,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2005,Consumer price index: Food,58.6350,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2010,Consumer price index: Food,100.0000,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2015,Consumer price index: Food,136.7582,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2016,Consumer price index: Food,154.4454,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
398,Kazakhstan,2017,Consumer price index: Food,167.6551,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,1995,Consumer price index: General,25.3133,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2005,Consumer price index: General,55.5269,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2015,Consumer price index: General,150.1896,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2016,Consumer price index: General,159.6473,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2017,Consumer price index: General,172.4282,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2018,Consumer price index: General,180.5148,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2010,Consumer price index: Food,100.0000,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2015,Consumer price index: Food,172.1269,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2016,Consumer price index: Food,189.4811,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
404,Kenya,2017,Consumer price index: Food,214.8249,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
296,Kiribati,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
296,Kiribati,2015,Consumer price index: General,99.5474,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
296,Kiribati,2010,Consumer price index: Food,100.0000,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
296,Kiribati,2015,Consumer price index: Food,94.1232,Provisional data.;Calculated by the UN Statistics Division from national indices.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,1995,Consumer price index: General,63.8945,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2005,Consumer price index: General,76.0978,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2010,Consumer price index: General,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2015,Consumer price index: General,118.1316,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2016,Consumer price index: General,121.9100,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2017,Consumer price index: General,124.5576,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2010,Consumer price index: Food,100.0000,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2015,Consumer price index: Food,124.6851,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2016,Consumer price index: Food,127.0668,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
414,Kuwait,2017,Consumer price index: Food,126.6807,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,1995,Consumer price index: General,16.7407,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2005,Consumer price index: General,59.8383,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2010,Consumer price index: General,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2015,Consumer price index: General,146.3581,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2016,Consumer price index: General,146.9272,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2017,Consumer price index: General,151.5900,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2018,Consumer price index: General,153.9253,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2005,Consumer price index: Food,55.8759,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2010,Consumer price index: Food,100.0000,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2015,Consumer price index: Food,141.7079,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2016,Consumer price index: Food,132.5254,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2017,Consumer price index: Food,135.7810,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
417,Kyrgyzstan,2018,Consumer price index: Food,132.8530,,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
418,Lao People's Dem. Rep.,1995,Consumer price index: General,6.2076,Provisional data.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
418,Lao People's Dem. Rep.,2005,Consumer price index: General,78.5043,Provisional data.;Break in the time series.,"United Nations Statistics Division (UNSD), New York, Monthly Bulletin of Statistics (MBS), last accessed June 2019."
